array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
SLR25_KIDNEY	SLR25_KIDNEY	called	1	2.46	1	0.41	2	1	0.21	2.5092903899363	0.989480395910891
HCC1897_LUNG	HCC1897_LUNG	called	1	1.77	0	0.56	2	1	0.43	1.7506725002961	1.02072805837361
BICR18_UPPER_AERODIGESTIVE_TRACT	BICR18_UPPER_AERODIGESTIVE_TRACT	called	1	2.93	1	0.34	12	1	0.2	3.09565650012471	0.945137290802991
LN319_CENTRAL_NERVOUS_SYSTEM	LN319_CENTRAL_NERVOUS_SYSTEM	called	1	4.33	2	0.23	2	1	0.21	4.22069581699655	1.01270116908287
SNU61_LARGE_INTESTINE	SNU61_LARGE_INTESTINE	called	1	2.8	1	0.36	11	1	0.28	2.66445624192942	1.04775882690596
JHESOAD1_OESOPHAGUS	JHESOAD1_OESOPHAGUS	called	0.98	3.16	1	0.31	2	0.99	0.16	3.03420566126007	1.04054290159197
RH30_SOFT_TISSUE	RH30_SOFT_TISSUE	called	0.98	4.6	2	0.22	2	0.99	0.26	4.30574278965211	1.07309411383816
BC3C_URINARY_TRACT	BC3C_URINARY_TRACT	called	0.96	3.17	1	0.31	2	0.97	0.2	3.03296531423057	1.05125878552846
JHUEM3_ENDOMETRIUM	JHUEM3_ENDOMETRIUM	called	1	2	0	0.5	8	1	0.31	1.87761057926434	1.04491373746084
HLE_LIVER	HLE_LIVER	called	0.99	2.76	1	0.36	2	0.99	0.27	2.77305517635209	0.966393568833176
DU145_PROSTATE	DU145_PROSTATE	called	1	2.68	1	0.37	2	1	0.38	2.38691085352428	1.09949452188214
HS944T_SKIN	HS944T_SKIN	called	1	2.75	1	0.36	2	1	0.31	2.48432253338482	1.06292589387141
HUH1_LIVER	HUH1_LIVER	called	0.99	2.94	1	0.34	12	0.99	0.26	2.77305517635209	1.06959360246311
COLO829_SKIN	COLO829_SKIN	called	1	3.22	1	0.31	2	1	0.29	3.03435839443568	1.03115924743993
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.88	0	0.53	2	1	0.24	1.7506725002961	1.04408116909532
HS746T_STOMACH	HS746T_STOMACH	called	1	6.44	2	0.16	2	1	0.45	6.35981952260183	1.05029386573337
EWS502_BONE	EWS502_BONE	called	0.96	3.3	1	0.3	2	0.98	0.58	3.632050237966	0.918789845302224
NCIH2085_LUNG	NCIH2085_LUNG	called	0.99	2.68	1	0.37	2	0.99	0.34	2.48419748603693	1.07725772028714
DMS454_LUNG	DMS454_LUNG	called	1	2.98	1	0.34	12	1	0.3	2.85765111806316	1.04358412180529
COLO678_LARGE_INTESTINE	COLO678_LARGE_INTESTINE	called	1	2.4	1	0.42	2	1	0.12	2.15976625378492	1.09043294311336
DMS114_LUNG	DMS114_LUNG	called	1	3	1	0.33	2	1	0.34	3.00416602394643	1.02068808208278
HS683_CENTRAL_NERVOUS_SYSTEM	HS683_CENTRAL_NERVOUS_SYSTEM	called	1	1.98	0	0.51	2	1	0.48	1.7506725002961	1.08593046267383
CORL105_LUNG	CORL105_LUNG	called	1	1.76	0	0.57	2	1	0.15	1.61607440219289	1.08822992298659
U2OS_BONE	U2OS_BONE	called	0.98	3.09	1	0.32	2	0.99	0.24	3.15803394335502	0.990664815342497
HCC1937_BREAST	HCC1937_BREAST	called	0.98	4.06	2	0.24	2	0.99	0.46	3.6691119750881	1.08529503195457
PLCPRF5_LIVER	PLCPRF5_LIVER	called	1	2.58	1	0.39	10	1	0.26	2.31636697678109	1.09395882331457
TCCSUP_URINARY_TRACT	TCCSUP_URINARY_TRACT	called	1	3.15	1	0.32	2	1	0.35	2.82921701435156	1.10166150948071
LN443_CENTRAL_NERVOUS_SYSTEM	LN443_CENTRAL_NERVOUS_SYSTEM	called	0.99	2.79	1	0.36	2	0.99	0.22	2.55985256272269	1.06129178864475
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.8	1	0.36	2	1	0.12	2.58570965931585	1.08087504796651
YMB1_BREAST	YMB1_BREAST	called	1	3.42	1	0.29	2	1	0.65	3.59663972556928	1.02528076456686
BICR16_UPPER_AERODIGESTIVE_TRACT	BICR16_UPPER_AERODIGESTIVE_TRACT	called	1	2.98	1	0.34	12	1	0.41	2.80106583469908	1.07036221888063
CORL311_LUNG	CORL311_LUNG	called	0.96	3.45	1	0.28	14	0.98	0.07	3.56013082463775	0.986648065923633
PATU8988S_PANCREAS	PATU8988S_PANCREAS	called	1	3.24	1	0.31	2	1	0.37	3.28708120738312	0.982152677586728
HDQP1_BREAST	HDQP1_BREAST	called	1	4.85	2	0.21	2	1	0.28	4.66459027098813	1.06622888321326
LN340_CENTRAL_NERVOUS_SYSTEM	LN340_CENTRAL_NERVOUS_SYSTEM	called	0.98	3.58	1	0.28	2	0.99	0.26	3.49016727249173	1.03207069732198
F5_CENTRAL_NERVOUS_SYSTEM	F5_CENTRAL_NERVOUS_SYSTEM	called	0.98	2.03	0	0.48	2	0.98	0.17	2.07466001628042	0.98181863133525
HMCB_SKIN	HMCB_SKIN	called	1	3.58	1	0.28	2	1	0.33	3.59663972556928	0.982347089843317
EW8_BONE	EW8_BONE	called	0.97	3.06	1	0.32	2	0.98	0.18	3.06423299788243	0.984247212167258
GB1_CENTRAL_NERVOUS_SYSTEM	GB1_CENTRAL_NERVOUS_SYSTEM	called	0.99	3.02	1	0.33	2	0.99	0.14	2.88622570497723	1.04763358767984
LOXIMVI_SKIN	LOXIMVI_SKIN	called	1	3.29	1	0.3	2	1	0.42	3.25437420288967	1.01851618263759
TE125T_SOFT_TISSUE	TE125T_SOFT_TISSUE	called	0.99	2	0	0.5	8	0.99	0.06	1.93469494742958	1.03149144904843
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2	0	0.5	2	1	0.13	1.89648087930495	1.05324325048758
U178_CENTRAL_NERVOUS_SYSTEM	U178_CENTRAL_NERVOUS_SYSTEM	called	0.99	1.92	0	0.52	2	0.99	0.1	2.03388887853745	0.94894670510065
MDAMB175VII_BREAST	MDAMB175VII_BREAST	called	1	2.04	0	0.49	2	1	0.54	2.01375270747048	0.941108671890726
HS888T_BONE	HS888T_BONE	called	0.99	2	0	0.5	8	0.99	0.06	1.95413895490814	1.01816328052258
HS766T_PANCREAS	HS766T_PANCREAS	called	1	2.51	1	0.4	10	1	0.32	2.41089970641721	1.05748004359209
HCC1359_LUNG	HCC1359_LUNG	called	0.98	3.36	1	0.29	2	0.99	0.36	3.09550068153429	1.08158819475494
HS940T_SKIN	HS940T_SKIN	called	0.98	2	0	0.49	8	0.98	0.19	2.01334454643101	1.01466402794029
BHT101_THYROID	BHT101_THYROID	called	0.98	4.63	2	0.21	2	0.99	0.49	4.30574278965211	1.09611078434149
IGR1_SKIN	IGR1_SKIN	called	1	3.23	1	0.31	2	1	0.3	3.2219926385285	1.02222200629008
UMRC2_KIDNEY	UMRC2_KIDNEY	called	0.96	2.56	1	0.38	2	0.97	0.37	2.58452255467153	0.964503488758582
HT1197_URINARY_TRACT	HT1197_URINARY_TRACT	called	0.98	3.35	1	0.3	2	0.99	0.22	3.15803394335502	1.06938647399622
HS706T_BONE	HS706T_BONE	called	0.97	2	0	0.49	2	0.97	0.13	1.95334012624636	1.02893139101521
HEP3B217_LIVER	HEP3B217_LIVER	called	1	2.83	1	0.35	11	1	0.14	2.71828182845905	1.02433603783824
SKMEL31_SKIN	SKMEL31_SKIN	called	0.98	3.54	1	0.28	15	0.99	0.4	3.52524403673197	0.970667884832526
BICR31_UPPER_AERODIGESTIVE_TRACT	BICR31_UPPER_AERODIGESTIVE_TRACT	called	1	2.17	1	0.46	8	1	0.41	2.01375270747048	1.08553255183682
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	called	0.99	2.06	0	0.48	2	0.99	0.33	1.8775160705119	1.10074239186379
SW1990_PANCREAS	SW1990_PANCREAS	called	0.99	2.68	1	0.37	2	0.99	0.15	2.50916408584168	1.06886978047272
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.98	0	0.51	2	1	0.14	1.89648087930495	1.0257651462853
SNB19_CENTRAL_NERVOUS_SYSTEM	SNB19_CENTRAL_NERVOUS_SYSTEM	called	1	2.84	1	0.35	2	1	0.19	2.61169647342312	1.09032716702215
143B_BONE	143B_BONE	called	0.98	3.61	2	0.27	2	0.99	0.34	3.49016727249173	1.04124061449278
U251MG_CENTRAL_NERVOUS_SYSTEM	U251MG_CENTRAL_NERVOUS_SYSTEM	called	1	2.87	1	0.35	2	1	0.25	2.82921701435156	1.0030139746622
G292CLONEA141B1_BONE	G292CLONEA141B1_BONE	called	1	2.38	1	0.42	2	1	0.28	2.13827622049682	1.0972819337178
BICR6_UPPER_AERODIGESTIVE_TRACT	BICR6_UPPER_AERODIGESTIVE_TRACT	called	1	2.97	1	0.34	12	1	0.26	3.2219926385285	0.922538922031515
SNU16_STOMACH	SNU16_STOMACH	called	1	3.62	1	0.28	2	1	0.61	3.52542148736538	0.99923246716827
DMS153_LUNG	DMS153_LUNG	called	1	1.9	0	0.53	7	1	0.25	1.71600686218486	1.0921424967048
HCC1954_BREAST	HCC1954_BREAST	called	0.98	4.53	2	0.22	2	0.99	0.32	4.17848885882659	1.08788402161114
